x,y
2.220446049250313e-16,1.1933174224343475
0.04173913043478272,132.45823389021473
0.08115942028985534,280.4295942720763
0.09739130434782617,328.162291169451
0.13217391304347847,373.5083532219571
0.1831884057971016,397.3747016706445
0.252753623188406,411.6945107398567
0.31304347826086976,430.7875894988067
0.3756521739130436,437.9474940334129
0.4428985507246377,449.8806682577566
0.5240579710144928,449.8806682577566
0.5820289855072465,447.4940334128879
0.5565217391304351,337.7088305489259
0.5286956521739132,244.63007159904544
0.49159420289855094,139.61813842482104
0.4428985507246377,10.739856801909355
0.38956521739130445,-101.43198090692135
0.34318840579710175,-168.25775656324578
0.2875362318840582,-230.31026252983287
0.22724637681159443,-278.0429594272076
0.15536231884057994,-323.3890214797136
0.04869565217391314,-375.8949880668257
-0.07652173913043459,-414.0811455847255
-0.16231884057971002,-435.56085918854416
-0.24347826086956514,-447.49403341288775
-0.3176811594202899,-454.653937947494
-0.39188405797101433,-461.8138424821002
-0.47304347826086945,-461.8138424821002
-0.5356521739130434,-461.8138424821002
-0.5866666666666667,-445.10739856801916
-0.5588405797101448,-335.3221957040573
-0.5333333333333332,-249.40334128878283
-0.49855072463768113,-142.00477326968974
-0.4637681159420288,-46.53937947494023
-0.4336231884057971,32.219570405728064
-0.387246376811594,115.75178997613352
-0.33855072463768104,175.41766109785215
-0.28753623188405797,220.76372315035803
-0.23652173913043473,268.4964200477326
-0.17159420289855065,313.8424821002387
-0.07420289855072448,359.1885441527446
0.00927536231884074,392.601431980907
0.08811594202898576,411.6945107398567
0.15768115942029015,428.4009546539379
0.25043478260869567,437.9474940334129
