time,athermal_stress_avg,dislocation_density,dislocation_velocity_avg,gibbs_energy_avg,mean_free_path_avg,plastic_strain_yy,strain_yy,stress_yy,tau_eff_avg,temperature_avg
0,0,0,0,0,0,0,0,0,0,0
0.0001,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,6.3999979518756e-07,0.27525239607613,0.081122728427292,500
0.00025,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,1.599998720038e-06,0.6881306334495,0.20280673343747,500
0.000475,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,3.0399953792281e-06,1.3074473454707,0.3853324855333,500
0.0008125,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,5.1999864800038e-06,2.2364209646897,0.65912053893482,500
0.00131875,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,8.4399643833398e-06,3.6298781336286,1.0698013259455,500
0.002078125,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,1.3299911555543e-05,5.7200504476254,1.6858218360184,500
0.0032171875,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,2.0589788028174e-05,8.8552939420452,2.6098454949686,500
0.00492578125,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,3.1524503095218e-05,13.558116329433,3.9958683533735,500
0.007488671875,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,4.7926351505755e-05,20.612253490463,6.0748742239125,500
0.0113330078125,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,7.2528619707932e-05,31.193242292919,9.1933190930728,500
0.01709951171875,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,0.00010943088712699,47.064237403514,13.870842545288,500
0.025749267578125,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,0.00016478173492301,70.869631927299,20.886804077611,500
0.038723901367188,40.09268136795,4510000,0,1.7356369756428e-19,0.00024250207482261,0,0.00024780226214896,106.57525308785,31.410018252066,500
0.058185852050781,40.092745276994,4510027.919054,1.8661248996615e-07,1.5857366144525e-19,0.00024250168826699,1.4231331578031e-09,0.00037232012972371,160.12755859616,47.193022384975,500
0.087378778076172,40.100903809667,4513592.7332613,1.5872479313753e-05,1.3801673383096e-19,0.00024245235127558,1.8312989535396e-07,0.00055906785977826,240.37180909445,70.841255296517,500
0.13116816711426,40.522261426938,4699616.5797456,0.00053024637714369,1.1892434471454e-19,0.00023993128898937,9.6560869909411e-06,0.00083912406478869,357.03320943318,105.14833816125,500
0.17495755615234,43.640522218922,6193051.3845384,0.0032058091550817,1.0859998412549e-19,0.00022278739855945,8.4760178879421e-05,0.001119101860288,447.29105002571,131.20844302565,500
0.21874694519043,50.307810638015,10076426.416272,0.0048613715517636,1.0617337311611e-19,0.0001932614099804,0.00026818844172759,0.0013990012901695,493.35049300729,143.74161897177,500
0.28443102874756,61.638680874556,18833511.434544,0.0035675959101963,1.0797801630983e-19,0.00015773469319885,0.00063908714532368,0.0018187035406654,521.48640695388,150.69279752018,500
0.38295715408325,76.428079327103,34350172.762794,0.0020800418746031,1.1110714256753e-19,0.00012721186378789,0.0012190453059413,0.0024479266356729,550.46268601922,158.12561598429,500
0.53074634208679,94.438293773548,59495262.028497,0.0012178079178921,1.1418876355326e-19,0.00010295144086617,0.0020858081772097,0.0033910189273842,590.78020460226,169.18388518809,500
0.67853553009033,108.83190328508,84525067.441352,0.00086922732776685,1.1611705657863e-19,8.9335554405051e-05,0.0029557415607497,0.0043332226350256,627.05025047263,179.37463681639,500
0.82632471809387,120.3316370471,107672590.69121,0.00069333703595777,1.1740408949663e-19,8.0798023325521e-05,0.003834051578485,0.0052745394314716,657.96313274575,188.13210563569,500
0.97411390609741,129.47886985534,128082775.41454,0.00059166748273494,1.1830386591261e-19,7.508992338126e-05,0.0047218735460359,0.0062149709848771,683.50198685613,195.39207485461,500
1.121903094101,136.71328337399,145478611.63784,0.00052772295000425,1.189513231832e-19,7.1116413686975e-05,0.005618596489473,0.0071545189586951,704.19228638329,201.2836606424,500
1.2696922821045,142.40240191134,159936433.81183,0.00048520397956374,1.1942602045684e-19,6.8275241754581e-05,0.0065229845566443,0.0080931850116942,720.72678632936,205.99633596595,500
1.417481470108,146.853454255,171725415.01049,0.00045581795915471,1.1977861029029e-19,6.6205854443487e-05,0.0074336599278836,0.0090309707979765,733.80643356156,209.72654115379,500
1.5652706581116,150.32067678022,181199077.84032,0.00043493265302697,1.2004304708201e-19,6.4678782887233e-05,0.0083493138861791,0.0099678779669946,744.07266824792,212.65561364638,500
1.7130598461151,153.01180531968,188727503.40178,0.00041977422491975,1.2024290137047e-19,6.3541230669209e-05,0.0092687929218076,0.01090390816357,752.08178544452,214.94142946908,500
1.8608490341187,155.09451220371,194659051.17436,0.00040859101683305,1.2039493952246e-19,6.2687958966334e-05,0.010191123562834,0.011839063027908,758.30014973706,216.71660777454,500
2.0086382221222,156.70268079479,199301905.5689,0.00040023023167149,1.2051129864848e-19,6.2044620855348e-05,0.01111550717563,0.012773344195619,763.10970259648,218.08988940304,500
