time,athermal_stress_avg,dislocation_density,dislocation_velocity_avg,gibbs_energy_avg,mean_free_path_avg,plastic_strain_yy,strain_yy,stress_yy,tau_eff_avg,temperature_avg
0,0,0,0,0,0,0,0,0,0,0
0.0001,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,6.3999795196917e-06,2.7283224975262,0.8042606675014,673
0.00025,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,1.59998719997e-05,6.820773504064,2.0106420176454,673
0.000475,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,3.0399537923688e-05,12.959376350627,3.8201923282518,673
0.0008125,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,5.1998648027771e-05,22.167114882081,6.5344689374387,673
0.00131875,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,8.439643845589e-05,35.978349781138,10.605773927549,673
0.002078125,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,0.00013299115606671,56.694363151661,16.712484098875,673
0.0032171875,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,0.00020587880477057,87.766494031582,25.871993545011,673
0.00492578125,39.781825293575,4510000,0,1.6293672192152e-19,0.00024250207482261,0,0.0003152003166843,134.37044799846,39.610004424455,673
0.007488671875,39.887988386436,4556861.4189165,0.0023689755769786,1.3527767076367e-19,0.00024185664818342,2.4034697531257e-06,0.00047916017607028,203.31524248609,59.914383649267,673
0.0113330078125,41.949096729232,5514651.6006428,0.026622414524503,1.1985276606541e-19,0.00022997337073053,5.119265402424e-05,0.00072504955984378,288.72906222901,84.738270436816,673
0.01517734375,47.297492134025,8425839.6437019,0.05113148672428,1.1537696719851e-19,0.00020396800630752,0.00019277619231968,0.00097087849689601,336.63963737619,98.063999889311,673
0.0190216796875,54.040155498192,12971925.047921,0.047996861844879,1.1581560136399e-19,0.00017851864201696,0.00039459469737781,0.0012166470169387,359.42447227853,103.99796067722,673
0.02478818359375,63.732455225513,21218307.06572,0.032954853826602,1.1840166796617e-19,0.00015136989685689,0.00072857528761554,0.0015851865429985,379.09441557066,109.04118928694,673
0.033437939453125,76.1869171419,34778490.40133,0.020575611984959,1.2158800749758e-19,0.0001266250891338,0.0012324216512984,0.0021377411672785,404.90631666862,116.04752529184,673
0.046412573242187,91.517990745004,56047780.740063,0.012900509341412,1.246822074634e-19,0.00010541288215999,0.001985828897273,0.0029660006364736,441.71831894629,126.3854305343,673
0.05938720703125,103.88644817861,76888123.45557,0.0095377079267381,1.266472573443e-19,9.2862691362167e-05,0.0027443935777773,0.0037935746602327,474.6726501909,135.73598376602,673
0.072361840820312,113.88167893626,96131471.640867,0.007750016772939,1.2797990934993e-19,8.4712266837246e-05,0.0035116219301488,0.0046204643721296,502.83294440924,143.75266164792,673
0.085336474609375,121.93564457229,113199343.96127,0.0066796253816998,1.2892490389554e-19,7.9116940807273e-05,0.0042879297773077,0.0054466709029282,526.28271211779,150.43714711459,673
0.098311108398437,128.39653564182,127898829.4982,0.0059886177879931,1.2961408034159e-19,7.5135790274239e-05,0.0050725356653544,0.006272195380592,545.49395079281,155.91689877779,673
0.1112857421875,133.55527250735,140279794.33077,0.0055194000345559,1.3012611665696e-19,7.2233577849886e-05,0.005864266146752,0.0070970389302933,561.05224434623,160.35632631721,673
0.12426037597656,137.65638281876,150530498.24984,0.0051892213683159,1.3051156042075e-19,7.0081568150924e-05,0.0066618881739499,0.0079212026744225,573.54317043496,163.92140249445,673
0.13723500976562,140.90424117022,158904965.39938,0.0049507330076379,1.3080456201298e-19,6.8466180249808e-05,0.0074642504284282,0.0087446877325972,583.50400722712,166.76491584305,673
0.15020964355469,143.46804796081,165675732.02843,0.0047750341518727,1.3102901643951e-19,6.7242673968478e-05,0.0082703392322619,0.0095674952216712,591.40508200596,169.02080494725,673
0.16318427734375,145.48647504724,171105581.3632,0.0046435804061305,1.3120206856406e-19,6.630977326786e-05,0.0090792931038277,0.010389626255744,597.64587979541,170.80291653607,673
0.17615891113281,147.07211289559,175432571.45501,0.0045439955675354,1.3133624953518e-19,6.5594863526381e-05,0.0098903970002762,0.011211081946169,602.55862359496,172.20597169289,673
0.18913354492187,148.31563191983,178863767.30188,0.0044677579772592,1.3144084638338e-19,6.5044898161084e-05,0.010703067269843,0.012031863401564,606.41535223994,173.30755860831,673
0.20210817871094,149.28955047369,181574269.16653,0.0044088519123682,1.3152281518749e-19,6.4620565493783e-05,0.011516833302041,0.012851971727818,609.43624269132,174.17049196769,673
0.2150828125,150.05154314861,183709175.22674,0.0043629451452795,1.3158740897947e-19,6.4292408938227e-05,0.012331319078273,0.013671408028102,611.79792218642,174.84517491766,673
0.22805744628906,150.64727133476,185386942.03584,0.0043268676585859,1.3163862016564e-19,6.4038167359068e-05,0.013146226216813,0.014490173402878,613.64112134682,175.3717761799,673
0.24103208007812,151.11275514236,186703205.47193,0.00429827009839,1.3167949838159e-19,6.3840905850958e-05,0.013961319177103,0.015308268949906,615.07738518163,175.7821405339,673
0.25400671386719,151.47632853762,187734532.32007,0.004275393506491,1.3171238244409e-19,6.3687674946035e-05,0.014776412769474,0.016125695764255,616.19477188362,176.1014120665,673
0.26698134765625,151.76023025454,188541834.40355,0.0042569102177438,1.3173907175511e-19,6.3568532795067e-05,0.015591361846216,0.01694245493831,617.06258504538,176.3493827623,673
0.27995598144531,151.98188535815,189173336.25925,0.0042418115998986,1.3176095425267e-19,6.3475822471795e-05,0.016406052927145,0.017758547561782,617.73524047216,176.54159495336,673
0.29293061523437,152.15492955577,189667078.10249,0.0042293274255613,1.3177910270865e-19,6.3403632087954e-05,0.017220397473993,0.018573974721716,618.25538867308,176.69023190485,673
0.30590524902344,152.29002293867,190052983.29794,0.0042188670933384,1.3179434768459e-19,6.3347388015086e-05,0.018034326533736,0.019388737502499,618.65641416502,176.80483090116,673
0.3188798828125,152.3954934143,190354540.88032,0.0042099762424093,1.3180733309891e-19,6.3303546304323e-05,0.018847786498188,0.020202836985873,618.96442275304,176.89285041221,673
0.33185451660156,152.4778436378,190590160.01847,0.0042023043996112,1.3181855873309e-19,6.3269357329307e-05,0.019660735762238,0.021016274250935,619.19981379862,176.960118929,673
0.34482915039062,152.54214929546,190774251.66677,0.0041955806502804,1.3182841286041e-19,6.324268550351e-05,0.020473142098917,0.021829050374156,619.3785194442,177.01118879998,673
0.35780378417969,152.59237136564,190918087.19005,0.0041895952173698,1.3183719736335e-19,6.3221870710733e-05,0.021284980602489,0.022641166429382,619.51297854788,177.04961436808,673
0.37077841796875,152.63160054554,191030476.8866,0.0041841854364518,1.3184514711343e-19,6.3205621505907e-05,0.022096232079421,0.023452623487843,619.61290046869,177.07817012461,673
0.38375305175781,152.66224835095,191118304.37256,0.0041792250295525,1.3185244495191e-19,6.3192932621724e-05,0.022906881791298,0.024263422618167,619.68586307691,177.09902153436,673
0.39672768554687,152.68619639123,191186946.37477,0.0041746158721117,1.3185923328797e-19,6.3183021137047e-05,0.023716918473536,0.025073564886382,619.7377804045,177.11385863532,673
0.40970231933594,152.70491289908,191240601.87369,0.0041702816550459,1.3186562308926e-19,6.3175277014815e-05,0.02452633356986,0.025883051355929,619.77326802886,177.12400043069,673
