x,y
-0.00032553407934893095,3.9647577092510287
0.0011393692777212582,102.42290748898677
0.001790437436419128,187.66519823788545
0.0029298067141403862,265.6387665198238
0.0035808748728382482,341.6299559471366
0.004883011190233979,388.54625550660796
0.0071617497456764965,415.6387665198239
0.011393692777212614,430.1762114537445
0.01839267548321464,438.76651982378866
0.026856561546286878,439.42731277533045
0.03825025432349949,435.4625550660793
0.04980671414038656,434.14096916299565
0.06185147507629705,429.5154185022027
0.07519837232960325,421.5859030837005
0.08659206510681587,420.9251101321587
0.09814852492370293,418.2819383259913
0.11003051881993897,415.6387665198239
0.12386571719226856,412.9955947136565
0.13656154628687692,409.6916299559472
0.148118006103764,404.4052863436124
