x,y
0.0,0.0
0.001104972375690611,88.20116054158619
0.002209944751381222,170.2127659574469
0.003314917127071833,244.48742746615088
0.003867403314917112,303.28820116054163
0.004972375690607723,365.18375241779506
0.006077348066298335,439.4584139264992
0.007182320441988945,468.8588007736945
0.008287292817679556,502.9013539651838
0.01215469613259667,530.7543520309479
0.01215469613259667,530.7543520309479
0.018784530386740335,558.6073500967119
0.02486187845303867,577.1760154738879
0.040331491712707175,594.1972920696326
0.05745856353591159,606.5764023210833
0.07513812154696134,609.6711798839459
0.10055248618784529,609.6711798839459
0.12099447513812155,608.1237911025146
0.14917127071823208,611.2185686653772
0.17458563535911603,606.5764023210833
0.1900552486187845,598.8394584139265
